facility_id,predicted_satisfaction,actual_satisfaction,rank,priority,feature,shap_impact,recommendation,estimated_impact
,80.0,85.75,1,MEDIUM,bed_count,2.9768,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,80.0,85.75,2,LOW,deprivation_index,0.6028,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,80.0,85.75,3,LOW,pct_uninsured,0.5492,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,77.59,78.12,1,MEDIUM,bed_count,2.3124,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,77.59,78.12,2,LOW,deprivation_index,0.4498,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,77.59,78.12,3,HIGH,avg_er_wait_minutes,0.4109,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,75.09,76.38,1,HIGH,OP_18b,0.2997,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,75.09,76.38,2,HIGH,avg_er_wait_minutes,0.2518,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,75.09,76.38,3,LOW,deprivation_index,0.1838,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,78.47,81.5,1,MEDIUM,bed_count,2.8287,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,78.47,81.5,2,LOW,deprivation_index,0.617,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,78.47,81.5,3,LOW,pct_uninsured,0.365,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,74.32,72.88,1,MEDIUM,bed_count,1.6172,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,74.32,72.88,2,LOW,pct_uninsured,0.1198,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,74.32,72.88,3,LOW,deprivation_index,0.102,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,85.27,78.62,1,MEDIUM,bed_count,2.8875,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,85.27,78.62,2,HIGH,avg_er_wait_minutes,1.6455,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,85.27,78.62,3,LOW,deprivation_index,1.2521,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,81.69,81.75,1,MEDIUM,bed_count,2.7339,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,81.69,81.75,2,HIGH,avg_er_wait_minutes,1.2502,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,81.69,81.75,3,LOW,deprivation_index,1.1149,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,81.67,82.62,1,MEDIUM,bed_count,2.6875,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,81.67,82.62,2,HIGH,avg_er_wait_minutes,1.5131,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,81.67,82.62,3,LOW,deprivation_index,0.7177,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,75.36,72.88,1,MEDIUM,bed_count,2.3542,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,75.36,72.88,2,LOW,deprivation_index,0.3688,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,75.36,72.88,3,LOW,pct_uninsured,0.3473,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,77.72,72.88,1,MEDIUM,bed_count,2.7898,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,77.72,72.88,2,LOW,deprivation_index,0.4323,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,77.72,72.88,3,LOW,pct_uninsured,0.2373,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,75.93,72.88,1,MEDIUM,bed_count,2.3645,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,75.93,72.88,2,LOW,pct_uninsured,0.3527,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,75.93,72.88,3,LOW,deprivation_index,0.3413,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,75.88,72.88,1,MEDIUM,bed_count,2.2227,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,75.88,72.88,2,LOW,deprivation_index,0.4705,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,75.88,72.88,3,LOW,pct_uninsured,0.3883,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,82.13,83.38,1,MEDIUM,bed_count,2.7818,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,82.13,83.38,2,HIGH,avg_er_wait_minutes,1.2781,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,82.13,83.38,3,LOW,deprivation_index,0.9976,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,79.31,89.0,1,MEDIUM,bed_count,2.5275,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,79.31,89.0,2,HIGH,avg_er_wait_minutes,0.9133,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,79.31,89.0,3,LOW,deprivation_index,0.6765,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,77.42,73.38,1,MEDIUM,bed_count,2.479,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,77.42,73.38,2,LOW,deprivation_index,0.5591,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,77.42,73.38,3,HIGH,avg_er_wait_minutes,0.3911,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,78.79,87.5,1,MEDIUM,bed_count,2.3664,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,78.79,87.5,2,HIGH,avg_er_wait_minutes,0.7552,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,78.79,87.5,3,LOW,deprivation_index,0.7126,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,76.66,88.62,1,MEDIUM,bed_count,2.2526,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,76.66,88.62,2,LOW,deprivation_index,0.4677,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,76.66,88.62,3,LOW,pct_uninsured,0.3913,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,82.42,75.62,1,MEDIUM,bed_count,2.6168,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,82.42,75.62,2,HIGH,avg_er_wait_minutes,1.6379,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,82.42,75.62,3,LOW,deprivation_index,0.9824,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,76.62,72.88,1,MEDIUM,bed_count,2.2479,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,76.62,72.88,2,LOW,deprivation_index,0.6702,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,76.62,72.88,3,LOW,pct_uninsured,0.1617,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,79.87,72.88,1,MEDIUM,bed_count,2.7036,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,79.87,72.88,2,LOW,deprivation_index,0.9493,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,79.87,72.88,3,HIGH,avg_er_wait_minutes,0.8706,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,76.62,72.88,1,MEDIUM,bed_count,2.5061,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,76.62,72.88,2,LOW,deprivation_index,0.3389,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,76.62,72.88,3,HIGH,OP_18b,0.1779,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,74.61,72.88,1,MEDIUM,bed_count,2.4049,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,74.61,72.88,2,LOW,deprivation_index,0.3754,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,74.61,72.88,3,HIGH,MORT_30_AMI,0.1488,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,75.79,72.88,1,MEDIUM,bed_count,2.2239,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,75.79,72.88,2,LOW,deprivation_index,0.4281,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,75.79,72.88,3,LOW,pct_uninsured,0.3933,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,76.69,73.12,1,MEDIUM,bed_count,2.4845,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,76.69,73.12,2,LOW,deprivation_index,0.3566,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,76.69,73.12,3,LOW,pct_uninsured,0.2188,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,81.47,80.62,1,MEDIUM,bed_count,2.7179,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,81.47,80.62,2,HIGH,avg_er_wait_minutes,1.7714,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,81.47,80.62,3,LOW,deprivation_index,0.9594,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,76.82,73.75,1,MEDIUM,bed_count,2.4382,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,76.82,73.75,2,LOW,deprivation_index,0.4112,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,76.82,73.75,3,HIGH,avg_er_wait_minutes,0.302,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,77.29,74.38,1,MEDIUM,bed_count,2.697,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,77.29,74.38,2,LOW,deprivation_index,0.4322,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,77.29,74.38,3,LOW,pct_uninsured,0.1652,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,75.71,72.88,1,MEDIUM,bed_count,2.4234,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,75.71,72.88,2,LOW,deprivation_index,0.4776,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,75.71,72.88,3,LOW,pct_uninsured,0.3938,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,80.95,80.75,1,MEDIUM,bed_count,2.5568,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,80.95,80.75,2,LOW,pct_uninsured,0.5343,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,80.95,80.75,3,LOW,deprivation_index,0.4458,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,77.9,78.88,1,MEDIUM,bed_count,2.611,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,77.9,78.88,2,LOW,deprivation_index,0.4252,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,77.9,78.88,3,LOW,pct_uninsured,0.2918,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,78.71,79.62,1,MEDIUM,bed_count,2.6068,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
